k_center,tau_center,sigma_local,r2,is_valid
-0.20512820512820512,0.1382615,0.0,0.09274226883318315,False
-0.20512820512820512,0.2436685,0.0,0.16959064246286482,False
-0.20512820512820512,0.41615349999999995,0.022403564253246366,0.3192882118012953,False
-0.20512820512820512,0.7091035,0.025516337474255565,-0.16821125855777397,False
-0.20512820512820512,1.13347,0.05441038273227491,0.7526238797261506,True
-0.16666666666666669,0.1382615,0.0,0.16693224742763002,False
-0.16666666666666669,0.2436685,0.0,0.38918302211662004,False
-0.16666666666666669,0.41615349999999995,0.0595044569159607,0.44324308096737386,False
-0.16666666666666669,0.7091035,0.023503545873100447,0.2988444365370754,False
-0.16666666666666669,1.13347,0.05021327892334512,0.2329349392664628,False
-0.1282051282051282,0.1382615,0.0,0.23197700321786374,False
-0.1282051282051282,0.2436685,0.0,0.5279636078292476,False
-0.1282051282051282,0.41615349999999995,0.09028637852546845,0.36693185783521676,False
-0.1282051282051282,0.7091035,0.06364322883632471,0.35319751786408515,False
-0.1282051282051282,1.13347,0.07095128873378477,-0.041385090687869,False
-0.08974358974358976,0.1382615,0.0,0.3857641018013216,False
-0.08974358974358976,0.2436685,0.0,0.5810193743910119,False
-0.08974358974358976,0.41615349999999995,0.09738542788867521,0.15845348398709413,False
-0.08974358974358976,0.7091035,0.140462831168962,0.413725573826226,False
-0.08974358974358976,1.13347,0.2427631074997246,0.6947919853494452,True
-0.05128205128205128,0.1382615,0.05739616972550763,0.38574238430898355,False
-0.05128205128205128,0.2436685,0.06815361833774994,0.6257587925021714,True
-0.05128205128205128,0.41615349999999995,0.05730471341454593,0.03286866612808792,False
-0.05128205128205128,0.7091035,0.07936466514139069,-0.0932658639725914,False
-0.05128205128205128,1.13347,0.0,-0.2878599784227427,False
-0.01282051282051283,0.1382615,0.11543832218008704,0.5600807033600235,True
-0.01282051282051283,0.2436685,0.1025996471918283,0.7110520196245631,True
-0.01282051282051283,0.41615349999999995,0.08301539069532922,0.023190279437524164,False
-0.01282051282051283,0.7091035,0.06673919921650992,-0.2706438748055373,False
-0.01282051282051283,1.13347,0.030488966467677247,-0.24066458387377798,False
0.02564102564102562,0.1382615,0.14477549807040066,0.8357942212339816,True
0.02564102564102562,0.2436685,0.11496553312245826,0.8382788957485339,True
0.02564102564102562,0.41615349999999995,0.10312296439504871,0.20928831900729283,False
0.02564102564102562,0.7091035,0.058618392855218665,-0.6168863535648177,False
0.02564102564102562,1.13347,0.14604048094095268,0.402201088076488,False
0.0641025641025641,0.1382615,0.16851571441239313,0.7071021590223541,True
0.0641025641025641,0.2436685,0.1421463437554913,0.8842975078200619,True
0.0641025641025641,0.41615349999999995,0.14831049256406303,0.8384366478708603,True
0.0641025641025641,0.7091035,0.14194272978509714,0.5939980834905243,True
0.0641025641025641,1.13347,0.13626356136878814,0.3520244879417881,False
0.10256410256410256,0.1382615,0.20143748865986164,-0.1690248882597567,False
0.10256410256410256,0.2436685,0.17340206018339396,0.5678277112715242,True
0.10256410256410256,0.41615349999999995,0.17196622835129813,0.8405199456482296,True
0.10256410256410256,0.7091035,0.13254299522420274,0.23092871250981084,False
0.10256410256410256,1.13347,0.08672108662318384,-0.8178640436803828,False
0.14102564102564102,0.1382615,0.2581733206689046,-0.7507470988937353,False
0.14102564102564102,0.2436685,0.22238229068532683,0.06337451059356247,False
0.14102564102564102,0.41615349999999995,0.20735983733897936,0.507196470914633,True
0.14102564102564102,0.7091035,0.1500807633741066,-0.2574024117712108,False
0.14102564102564102,1.13347,0.104667050671752,-2.6608246740710566,False
0.17948717948717946,0.1382615,0.18809172325959136,-1.066818502277353,False
0.17948717948717946,0.2436685,0.19926087289670522,-0.6239934593777732,False
0.17948717948717946,0.41615349999999995,0.14158809330888136,0.14335773443407307,False
0.17948717948717946,0.7091035,0.0,-0.4872992700735932,False
0.17948717948717946,1.13347,0.06529185759499996,-2.3747502473838633,False
